Region,ID,ChemicalName,mean.Control.PBS,mean.0.2.mg.kg.DMSO,mean.2.0.mg.kg.DMSO,mean.4.0.mg.kg.DMSO,FC_lowvsCTRL,FC_medvsCTRL,FC_highvsCTRL,post.hoc.Control.PBS.0.2.mg.kg.DMSO,post.hoc.Control.PBS.2.0.mg.kg.DMSO,post.hoc.Control.PBS.4.0.mg.kg.DMSO
Basal Ganglia,282,N-Acetylphenylalanine,48102,57743.8,40402.6,29579,1.200444888,0.839935969,0.614922456,0.698220578,0.895800824,0.092092932
Hippocampus,263,alpha-Acetyl-L-lysine,1653285.6,2311761.6,2306211.8,1923102.4,1.398283273,1.394926442,1.163200357,0.394940209,0.54787758,0.886207869
Cortex,263,alpha-Acetyl-L-lysine,1220135.4,2072478.2,2090546.4,1937458,1.69856411,1.713372467,1.587904097,0.242855209,0.260866563,0.339402912
Cerebellum,263,alpha-Acetyl-L-lysine,2828239,4338130,3797951.167,2540833,1.533862591,1.342867829,0.898379875,0.410174942,0.456615227,0.957955264
Basal Ganglia,263,alpha-Acetyl-L-lysine,2493051,2298106,2700047.8,2461959.8,0.921804648,1.083029509,0.987528855,0.967852685,0.993508679,0.969304188
Hippocampus,283,N-Carboxyethyl-gamma-aminobutyric-acid,26359052.6,19161954.8,20835420,24334012.8,0.726959162,0.790446467,0.923174788,0.97495269,0.998562888,0.978206553
Cortex,283,N-Carboxyethyl-gamma-aminobutyric-acid,16355027.8,18203649.4,15544723,18639619.8,1.113030783,0.950455309,1.139687442,0.847498903,0.993179956,0.703905604
Cerebellum,283,N-Carboxyethyl-gamma-aminobutyric-acid,13984361,10419095.2,17354864.33,20087232.2,0.745053364,1.241019474,1.436406869,0.344736468,0.634798946,0.341840585
Basal Ganglia,283,N-Carboxyethyl-gamma-aminobutyric-acid,29720512,25199326.8,26925548.6,31431779.2,0.847876605,0.905958437,1.057578658,0.906214304,0.926846835,0.999710603
Hippocampus,284,N-Carboxyethyl-gamma-aminobutyric-acid,1751710.8,2030659.8,859153.6,504178,1.159243752,0.490465435,0.287820341,0.824297963,0.028076321,9.49669E-05
Cortex,284,N-Carboxyethyl-gamma-aminobutyric-acid,889410,763291.8,470633.2,490659.6,0.858200155,0.529152135,0.551668634,0.924071868,0.076555844,0.076272036
Cerebellum,284,N-Carboxyethyl-gamma-aminobutyric-acid,3572838.2,6164305.6,3253561.333,377200.8,1.725324589,0.910637748,0.105574554,0.816782104,0.998336088,0.056294817
Basal Ganglia,284,N-Carboxyethyl-gamma-aminobutyric-acid,767010.4,1334286.4,661473.8,384264.4,1.739593622,0.862405256,0.500989817,0.365139747,0.955045668,0.132587305
Hippocampus,285,N-Cyclohexyl-2-benzothiazol-amine,20462887.6,3221253.4,2955348.2,8205996,0.157419298,0.144424788,0.401018476,0.000343352,0.000203284,0.007160008
Cortex,285,N-Cyclohexyl-2-benzothiazol-amine,13146734.6,13012837.4,3371126.4,3036299.8,0.989815174,0.256423097,0.230954674,0.940734478,0.002572647,0.001587128
Cerebellum,285,N-Cyclohexyl-2-benzothiazol-amine,15878039.4,3229734.4,2311622,3448339.4,0.203408892,0.145586111,0.21717665,1.11837E-05,2.61641E-07,2.08947E-05
Basal Ganglia,285,N-Cyclohexyl-2-benzothiazol-amine,14030802.4,2896748.6,2521872.6,3334293.6,0.206456375,0.179738302,0.237640978,2.47882E-07,5.16188E-08,9.02489E-07
Hippocampus,286,N-Cyclohexylformamide-M-H-HCD-NCE-20-30-40-,3702800.8,4714381.2,4928904.8,4614039.2,1.273193308,1.331128804,1.246094362,0.248646529,0.153765232,0.313940399
Cortex,286,N-Cyclohexylformamide-M-H-HCD-NCE-20-30-40-,4559811.6,4384938.4,4614214.4,4630270.6,0.96164903,1.011930932,1.015452174,0.999278744,0.98977167,0.992144921
Cerebellum,286,N-Cyclohexylformamide-M-H-HCD-NCE-20-30-40-,4190431.2,4781348,4241999.833,5297504.2,1.14101575,1.012306283,1.264190711,0.386128494,0.998350913,0.054327516
Basal Ganglia,286,N-Cyclohexylformamide-M-H-HCD-NCE-20-30-40-,4262557.6,4517110.4,4620713,5056613.6,1.059718325,1.084023592,1.18628628,0.832417101,0.663260286,0.14282215
Hippocampus,292,N-Methyl-L-threonine,1197683.2,3019691.4,3940259,1341239.2,2.521277246,3.289900869,1.119861412,0.001923656,0.000248372,0.91503303
Cortex,292,N-Methyl-L-threonine,3277675.6,1765801.4,3271066,3261395.4,0.538735865,0.997983449,0.995033004,0.112114909,0.990450178,0.999347148
Cerebellum,292,N-Methyl-L-threonine,1042725.8,1672351.8,3393406.333,1373069.8,1.603827008,3.25436115,1.31680812,0.284052272,0.000151759,0.749294394
Basal Ganglia,292,N-Methyl-L-threonine,1641841.6,2813758.8,4817825.4,1701689.8,1.713782133,2.934403294,1.036451872,0.004593878,2.60986E-06,0.996110424
Hippocampus,291,N-Methylglutamic-acid,1271775.4,2412986.4,1979002.6,1662127.8,1.897336904,1.556094417,1.306935014,0.033591608,0.173845187,0.518302104
Cortex,291,N-Methylglutamic-acid,1394087,1513697.8,1592443,1734787.4,1.085798662,1.142283803,1.244389626,0.986272669,0.934696481,0.764568625
Cerebellum,291,N-Methylglutamic-acid,2631374.4,3699372.6,3848914.667,2978805,1.405870864,1.462701266,1.132033891,0.712140851,0.333317631,0.919359987
Basal Ganglia,291,N-Methylglutamic-acid,1837355.6,1951724.8,1996270.2,1978070.4,1.062246633,1.086490933,1.076585501,0.989832608,0.949688133,0.999869686
Hippocampus,293,N-Methyllysine,854611.6,984762,676555.8,766928.6,1.152291872,0.791652957,0.897400176,0.734158336,0.96375446,0.999946443
Cortex,293,N-Methyllysine,719317.2,871994,589689.2,735355,1.212252397,0.819790212,1.022295866,0.31513202,0.27917444,0.99999443
Cerebellum,293,N-Methyllysine,895437,1205343.4,992698.5,970207.4,1.346095147,1.108619032,1.083501575,0.747032105,0.926741055,0.975943839
Basal Ganglia,293,N-Methyllysine,1177402.8,989822.4,867549.8,942212.8,0.8406829,0.736833478,0.80024678,0.885328323,0.482809117,0.652852688
Hippocampus,255,N-N-Bis-2-hydroxyethyl-glycine,784373,1159252.4,1091011.6,741438.2,1.477935115,1.39093467,0.945262267,0.325804311,0.798894755,0.999866191
Cortex,255,N-N-Bis-2-hydroxyethyl-glycine,1650212.4,1044157.8,1190270,1096049.2,0.632741458,0.721282909,0.664186743,0.857999122,0.774837819,0.758841822
Cerebellum,255,N-N-Bis-2-hydroxyethyl-glycine,893648.2,702466,1173163.667,1409025.6,0.786065479,1.312780204,1.576711731,0.39855718,0.897501965,0.597482582
Basal Ganglia,255,N-N-Bis-2-hydroxyethyl-glycine,1045419.8,684089.2,695766.4,789814.4,0.654367939,0.665537806,0.755499752,0.071723498,0.08300505,0.262379681
Hippocampus,256,N-N-Diethyl-2-aminoethanol,2727845.8,3101602.6,5123125,1477892.4,1.137015369,1.878084531,0.541780038,0.669661152,0.050762485,0.341015974
Cortex,256,N-N-Diethyl-2-aminoethanol,4327906.6,3045383.8,4306556.4,3585544.6,0.703662089,0.995066853,0.828470882,0.285587675,0.999401541,0.82320941
Cerebellum,256,N-N-Diethyl-2-aminoethanol,2441712.8,4697067,5154618.167,1855662.2,1.923677101,2.111066529,0.759983811,0.000738353,0.000150009,0.227734793
Basal Ganglia,256,N-N-Diethyl-2-aminoethanol,3062343.8,3057989.8,5327692,1687894.8,0.998578213,1.739743265,0.551177435,0.999965058,0.009297756,0.003113486
Hippocampus,257,N-N-Dimethylarginine-M-H-HCD-NCE-20-30-40-,20927179.2,29594886.4,17588234.6,19765478,1.414184211,0.840449371,0.9444884,0.20331365,0.837949972,0.99980151
Cortex,257,N-N-Dimethylarginine-M-H-HCD-NCE-20-30-40-,18491784,22573407.6,15133971.4,17958349.2,1.220726329,0.818415973,0.971152875,0.240240185,0.284813786,0.977161369
Cerebellum,257,N-N-Dimethylarginine-M-H-HCD-NCE-20-30-40-,27744847.6,38156524.8,21078784.83,30068410,1.375265251,0.759736912,1.083747528,0.166581667,0.195054598,0.964228212
Basal Ganglia,257,N-N-Dimethylarginine-M-H-HCD-NCE-20-30-40-,23622280.4,24405608.4,16405487,22085850.6,1.033160558,0.694492095,0.934958447,0.997160393,0.069584692,0.860918836
Hippocampus,258,N-N-Dimethylbenzylamine,82901.4,62197.4,64376.2,49896.2,0.750257535,0.776539359,0.601874033,0.965819075,0.942424874,0.467737275
Cortex,258,N-N-Dimethylbenzylamine,79572.2,1941869.4,79249.2,60770.6,24.40386718,0.995940793,0.763716474,0.905082158,0.998725961,0.977001183
Cerebellum,258,N-N-Dimethylbenzylamine,75349.6,54975.2,37103,64425.8,0.72960175,0.492411373,0.85502511,0.317251999,0.024940934,0.8909435
Basal Ganglia,258,N-N-Dimethylbenzylamine,68986.4,88960.4,86267.2,38532.4,1.289535329,1.25049575,0.558550671,0.988413176,0.961394773,0.316167979
Hippocampus,259,N-N-Dimethylformamide,295555.4,442018.6,490597.6,314007,1.495552441,1.659917565,1.062430258,0.305558014,0.187085526,0.987116821
Cortex,259,N-N-Dimethylformamide,412749.8,263268.2,495700,610145.4,0.637839679,1.200969692,1.478245174,0.774654877,0.728669076,0.379647992
Cerebellum,259,N-N-Dimethylformamide,300920.2,966702.8,554364.5,558707,3.212488892,1.84223093,1.856661666,0.002479141,0.061636677,0.086807894
Basal Ganglia,259,N-N-Dimethylformamide,366241.2,537197.2,558251.8,530688,1.466785277,1.524273621,1.44901229,0.138702948,0.080713472,0.15280302
Hippocampus,260,N-N-Dimethylformamide-M-H-HCD-NCE-20-30-40-,2914005,2042775,2920399.6,1692007.8,0.701019731,1.002194437,0.580646842,0.803328512,0.933342724,0.340949002
Cortex,260,N-N-Dimethylformamide-M-H-HCD-NCE-20-30-40-,2829392,2409569.4,2948610.8,3037504,0.851620914,1.042135837,1.073553612,0.79977066,0.995423159,0.985371469
Cerebellum,260,N-N-Dimethylformamide-M-H-HCD-NCE-20-30-40-,1538233,1543891.4,2441991.167,1947850.4,1.003678506,1.587530086,1.266290868,0.999958407,0.112833252,0.656285399
Basal Ganglia,260,N-N-Dimethylformamide-M-H-HCD-NCE-20-30-40-,3006576.2,2265901.8,3291777.4,1809902.6,0.753648552,1.094859129,0.601981284,0.498098733,0.853580941,0.048694771
Hippocampus,267,2-Methylguanosine,24099.2,64463,17401,56078.6,2.674902071,0.722057164,2.326990108,0.407893469,0.316509209,0.59023023
Cortex,267,2-Methylguanosine,38549.2,42066.8,49526.6,30804,1.091249624,1.284763367,0.799082731,0.997765072,0.967826249,0.743655396
Cerebellum,267,2-Methylguanosine,112628.2,147390.6,107206.5,226618.2,1.30864739,0.951861967,2.01209111,0.864409816,0.592771443,0.211852923
Basal Ganglia,267,2-Methylguanosine,50617.6,65431,106958,58262.2,1.292653148,2.113059489,1.15102652,0.811818111,0.149348905,0.985107256
Hippocampus,266,2-2-Dimethylguanosine-M-H-HCD-NCE-20-30-40-,747754.6,916551,737318.2,859234.6,1.225737695,0.986043015,1.149086345,0.51277366,0.999987138,0.718575463
Cortex,266,2-2-Dimethylguanosine-M-H-HCD-NCE-20-30-40-,640303.4,757531,789208.4,895952.4,1.183081333,1.232553817,1.399262287,0.453688007,0.329814231,0.045346928
Cerebellum,266,2-2-Dimethylguanosine-M-H-HCD-NCE-20-30-40-,953821.4,1202343.4,1072498.333,1588719.2,1.26055402,1.124422595,1.665635936,0.880799359,0.998075445,0.115370222
Basal Ganglia,266,2-2-Dimethylguanosine-M-H-HCD-NCE-20-30-40-,857520.4,820612,904764,903173.4,0.956959158,1.055093267,1.053238384,0.958893784,0.975975804,0.998833897
Hippocampus,268,8-Acetylspermidine-M-H-HCD-NCE-20-30-40-,3960754.4,4607843.6,5352494.4,3148911,1.16337524,1.351382555,0.795028089,0.788678732,0.721202629,0.973663643
Cortex,268,8-Acetylspermidine-M-H-HCD-NCE-20-30-40-,2886574.4,3893793.8,4501595,4368667.4,1.348932423,1.559493842,1.513443547,0.44722459,0.338092401,0.274010893
Cerebellum,268,8-Acetylspermidine-M-H-HCD-NCE-20-30-40-,3607728.6,5239570,4279058,5608592.2,1.452318226,1.186080904,1.5546048,0.34748771,0.972799391,0.351934502
Basal Ganglia,268,8-Acetylspermidine-M-H-HCD-NCE-20-30-40-,2710568.4,3585726,3155922,2985190.6,1.322868665,1.164302661,1.101315355,0.628937878,0.877677769,0.998880703
Hippocampus,287,NEPSILON-NEPSILON-NEPSILON-TRIMETHYLLYSINE,59353055.2,84895705.6,90506791.2,95425783.2,1.430351063,1.524888498,1.60776531,0.172504906,0.146714748,0.078009632
Cortex,287,NEPSILON-NEPSILON-NEPSILON-TRIMETHYLLYSINE,57295240,77533571.2,74684342.4,75940183.2,1.353228841,1.303499949,1.325418712,0.017385469,0.050304151,0.031700831
Cerebellum,287,NEPSILON-NEPSILON-NEPSILON-TRIMETHYLLYSINE,70418138.4,87329205.6,93436768,102700788.8,1.240152148,1.326884949,1.458442258,0.728041855,0.547989786,0.352796662
Basal Ganglia,287,NEPSILON-NEPSILON-NEPSILON-TRIMETHYLLYSINE,71069681.6,75197694.4,72796572,86426383.2,1.05808402,1.024298553,1.216079505,0.976853457,0.999206998,0.700242733
Hippocampus,288,Nialamide,1068073.4,480711.6,553762,685516,0.450073562,0.518468113,0.641824803,7.71194E-06,7.76798E-05,0.003428124
Cortex,288,Nialamide,850749,734809.6,674728,620757.6,0.863720792,0.793098787,0.7296601,0.953915306,0.482305608,0.523825566
Cerebellum,288,Nialamide,831651.6,924083.6,565158.5,986280,1.111142695,0.67956161,1.1859293,0.998622752,0.372767701,0.993687966
Basal Ganglia,288,Nialamide,950492,534119.8,445119,723071,0.561940342,0.468303784,0.760733389,0.258992171,0.129331577,0.525463232
Hippocampus,289,Nicotinamide,892171750.4,948916096,974501657.6,949216972.8,1.063602491,1.092280334,1.063939732,0.899045566,0.918757153,0.898289399
Cortex,289,Nicotinamide,811599590.4,913007308.8,772375352,804519452.8,1.124947966,0.951670456,0.991276317,0.998641766,0.853469598,0.896553564
Cerebellum,289,Nicotinamide,1059395571,670761548,1282345728,889976838.4,0.633154948,1.210450339,0.840079818,0.287986457,0.995214017,0.842317306
Basal Ganglia,289,Nicotinamide,1055293619,1021147750,1129683878,1009110464,0.967643253,1.070492475,0.956236677,0.896047208,0.483467953,0.722529654
Hippocampus,290,Nicotinamide-riboside-cation,2222666.6,3049014.2,2992860.6,2567298.8,1.371782075,1.346518007,1.155053484,0.233372269,0.350302879,0.724367021
Cortex,290,Nicotinamide-riboside-cation,1962834,2313886.8,2667015,2987703.6,1.178849969,1.358757287,1.522137685,0.67169489,0.173037428,0.031064337
Cerebellum,290,Nicotinamide-riboside-cation,2815351,3883838.6,3814191.167,4099963.6,1.379521985,1.35478353,1.456288612,0.092031468,0.105685365,0.06132562
Basal Ganglia,290,Nicotinamide-riboside-cation,2724182.6,2908793.4,3191868.2,2709294.2,1.06776741,1.171679241,0.994534728,0.928306752,0.496299385,0.990340601
Hippocampus,294,O-Methyl-DL-serine,11271346.4,13977697.6,12376595.2,12876132.8,1.240108955,1.098058276,1.142377525,0.423596167,0.872873496,0.741288347
Cortex,294,O-Methyl-DL-serine,9996682.4,11412170,12532729.2,14764604.4,1.141595736,1.253688844,1.476950433,0.729443454,0.373277412,0.044176501
Cerebellum,294,O-Methyl-DL-serine,14251923.8,18247725.4,16123701.83,17158097.8,1.280369279,1.131335114,1.203914506,0.167441927,0.653051171,0.390000659
Basal Ganglia,294,O-Methyl-DL-serine,12452262.8,14515715.4,13869684,15081308.8,1.165709047,1.113828404,1.21112998,0.562723981,0.763187383,0.422536341
Hippocampus,296,O-t-Butyl-L-threonine-methyl-ester,665971.8,867994.6,1364131,921562.2,1.303350382,2.048331476,1.38378562,0.401433098,0.040817571,0.388036558
Cortex,296,O-t-Butyl-L-threonine-methyl-ester,504254.6,689789,1225770.2,1430896.2,1.367937942,2.430855762,2.8376463,0.480373663,0.00362397,0.000703531
Cerebellum,296,O-t-Butyl-L-threonine-methyl-ester,674603.4,1480449.2,1292833.5,1355906.8,2.194547493,1.916434901,2.009931761,0.036650166,0.040976215,0.029100048
Basal Ganglia,296,O-t-Butyl-L-threonine-methyl-ester,719939,1066299,1173207.8,925536.4,1.481096315,1.629593341,1.285576139,0.042720743,0.009207998,0.33196419
Hippocampus,297,O-Toluidine,3256627,4071986.6,4231036.8,4513237.4,1.250369355,1.299208291,1.38586255,0.035973964,0.014092078,0.002887829
Cortex,297,O-Toluidine,3676099.8,3615140.2,4356187.6,4405143.2,0.983417316,1.18500254,1.198319806,0.997819775,0.592868524,0.511307285
Cerebellum,297,O-Toluidine,3404172,4795194,4226628,5014437,1.408622714,1.241602363,1.473026921,0.015506662,0.135791525,0.007282444
Basal Ganglia,297,O-Toluidine,3709442.8,3996668,4245491,4323679.4,1.077430821,1.144509089,1.165587295,0.603359131,0.148577243,0.094815655
Hippocampus,295,Ornithine,7037572.8,9137136.4,8076306.6,8564000.4,1.298336324,1.147598303,1.216896882,0.240560451,0.750682426,0.506690623
Cortex,295,Ornithine,6234380.2,7202333.4,7233820.6,6958983.8,1.155260534,1.160311108,1.116227047,0.733067824,0.836578783,0.909266008
Cerebellum,295,Ornithine,9875864.2,13552635.8,9814896.833,11825484.4,1.37229872,0.99382663,1.197412617,0.382097833,0.999460785,0.92046066
Basal Ganglia,295,Ornithine,8702200.2,9857931.8,8338809.8,10628198.6,1.132809126,0.958241549,1.221323155,0.416375226,0.945529013,0.119158965
Hippocampus,324,P-Toluenesulfonic-acid,290975,323224.8,461077.2,313686,1.110833577,1.584593865,1.078051379,0.89572303,0.403419308,0.961739748
Cortex,324,P-Toluenesulfonic-acid,336706.4,470002,602172.2,723404,1.395880803,1.788419228,2.14847119,0.375543618,0.128072153,0.021876096
Cerebellum,324,P-Toluenesulfonic-acid,447412.8,555661.4,930790,688624.4,1.241943458,2.080383038,1.539125389,0.828313388,0.045363848,0.480818355
Basal Ganglia,324,P-Toluenesulfonic-acid,394495.6,421974.8,556770,344285.2,1.069656544,1.41134654,0.872722535,0.936512026,0.117815916,0.714717721
Hippocampus,298,Pantothenic-acid,713031.6,1626853.8,1596773.8,1573887,2.281601264,2.239415196,2.207317319,0.009203437,0.012296888,0.018882507
Cortex,298,Pantothenic-acid,1090138.4,1183513.8,1872931,1676141,1.085654629,1.718067174,1.53754881,0.990919378,0.068518457,0.15112154
Cerebellum,298,Pantothenic-acid,893879.4,1872440.6,1762885.833,1423275.2,2.094735151,1.972174136,1.592245218,0.002416365,0.002278286,0.062711916
Basal Ganglia,298,Pantothenic-acid,1248050.8,1901929.2,1824314,1855454.6,1.523919699,1.461730564,1.486681952,0.015728503,0.029096427,0.032995341
Hippocampus,299,Pantothenic-acid,68187482.8,155964710.4,154893560,153598326.4,2.287292389,2.271583488,2.252588306,0.011465082,0.013662826,0.019256452
Cortex,299,Pantothenic-acid,105872044.8,117830110.4,174823432,157353542.4,1.112948282,1.65127095,1.486261484,0.981201138,0.105472558,0.208285927
Cerebellum,299,Pantothenic-acid,85390536,179153728,171995178.7,135748563.2,2.098051334,2.014218281,1.589737804,0.00105149,0.00096584,0.040688134
Basal Ganglia,299,Pantothenic-acid,122891918.4,182576416,176269040,177760064,1.485666579,1.434342,1.446474807,0.024557249,0.040972708,0.050189806
Hippocampus,300,Pentaethylene-glycol,259561,269164.4,397394,302754.2,1.036998625,1.531023536,1.166408667,0.991086866,0.248835284,0.834743176
Cortex,300,Pentaethylene-glycol,309033,374499.4,6903578,4983550.8,1.211842748,22.33929063,16.12627389,0.995415324,0.869677188,0.810501431
Cerebellum,300,Pentaethylene-glycol,224714.4,7305581.6,357771.6667,3174184.6,32.51051824,1.592117224,14.12541697,0.206663057,0.950210645,0.653943445
Basal Ganglia,300,Pentaethylene-glycol,257595.8,258197,348687.2,324857.2,1.002333889,1.353621449,1.261112177,0.999597515,0.582838721,0.837714888
Hippocampus,301,Phenylacetaldehyde,824630.6,1143795.6,1111611.2,774872.2,1.387039967,1.348011097,0.93965977,0.307969137,0.590433404,0.999999962
Cortex,301,Phenylacetaldehyde,797936.6,899190,1026344.6,905852.4,1.126894041,1.286248306,1.135243577,0.920021886,0.724111726,0.962432287
Cerebellum,301,Phenylacetaldehyde,1008934,1826812.2,1231970,1360242.2,1.810635978,1.221061041,1.348197404,0.093256849,0.765773806,0.560055362
Basal Ganglia,301,Phenylacetaldehyde,982095,1157975.2,1182567,921673.8,1.179086748,1.204126892,0.938477235,0.861891723,0.764086214,0.920584464
Hippocampus,302,Phenylalanine,45717735.2,48185331.8,57557579.6,42351860.8,1.053974603,1.258977054,0.926377053,0.775404657,0.993484331,0.99999946
Cortex,302,Phenylalanine,34213433.4,46742133.6,50428894.4,47382060.8,1.366192427,1.473950124,1.384896402,0.470341217,0.439067577,0.489385169
Cerebellum,302,Phenylalanine,54335967.2,80915787.4,47127148.17,61844057,1.489175431,0.86732878,1.138179003,0.968549342,0.680929074,0.949867165
Basal Ganglia,302,Phenylalanine,52282712,59643997.6,64240603.2,43220340.8,1.1407977,1.22871597,0.826666008,0.999073158,0.996331611,0.528801326
Hippocampus,303,Phosphocholine,817361,424302787,340701946.2,454394979,519.113081,416.8316646,555.9293617,0.044182727,0.085566777,0.059353271
Cortex,303,Phosphocholine,68791617,405908153.6,127703311.6,326827516.2,5.900546772,1.856378977,4.750978832,0.031836951,0.990718414,0.289117164
Cerebellum,303,Phosphocholine,213446701.4,487540774.6,582829765.3,684116780.8,2.284133563,2.730563469,3.205094182,0.405846037,0.102658757,0.317279729
Basal Ganglia,303,Phosphocholine,290137021.6,108606937.8,213581514.2,350864813.8,0.374329816,0.736140162,1.209307285,0.563388483,0.980004957,0.999483801
Hippocampus,304,Pipecolic-acid,13957025,23203835.6,23854337.6,24492764.8,1.662520172,1.709127669,1.754870024,0.05636442,0.066513782,0.045755895
Cortex,304,Pipecolic-acid,14163597.4,17164511.2,21571153.6,22046890.6,1.211875113,1.52299963,1.556588342,0.630011054,0.102926031,0.083985093
Cerebellum,304,Pipecolic-acid,18071381.8,31260540.8,24834396,31872532.8,1.729836774,1.374238909,1.763702032,0.127409191,0.448962158,0.153385913
Basal Ganglia,304,Pipecolic-acid,17678224.6,18489356,22883917.2,26605974,1.04588308,1.294469197,1.505013914,0.982090364,0.29077149,0.045128551
Hippocampus,305,Pipecolic-acid,333086.6,402531,445548,422200.8,1.208487522,1.337634117,1.267540634,0.559153659,0.31263574,0.36877741
Cortex,305,Pipecolic-acid,405026.6,361594.8,462529,505983.4,0.892768031,1.14197191,1.249259678,0.945865005,0.950258545,0.831173833
Cerebellum,305,Pipecolic-acid,424709.2,547393.6,551729.6667,546441.6,1.288866829,1.299076325,1.286625296,0.184664964,0.192152891,0.197800683
Basal Ganglia,305,Pipecolic-acid,498128,457076.4,607260.2,433658.6,0.91758825,1.219084653,0.870576639,0.87431229,0.469363929,0.581332968
Hippocampus,306,Piperine,122475.8,1000,5376.6,45108.8,0.008164878,0.043899285,0.368307862,0.018719413,0.053931413,0.315382196
Cortex,306,Piperine,54776,70349.4,1000,5415.6,1.284310647,0.018256171,0.098868117,0.999963879,0.15992735,0.355415573
Cerebellum,306,Piperine,79840,7625,1000,9036.6,0.095503507,0.01252505,0.113183868,0.030559771,0.004576964,0.03309928
Basal Ganglia,306,Piperine,53490.8,5856.8,1000,1000,0.109491726,0.018694804,0.018694804,0.013474099,0.002349017,0.002349017
Hippocampus,307,Pregabalin,3073057.8,1369825.6,2326032.4,1402866.6,0.445753282,0.756911373,0.456505114,0.171113307,0.981147944,0.230632294
Cortex,307,Pregabalin,4348766.2,2393563.2,1880477.4,1937554.6,0.550400525,0.432416302,0.44554122,0.594061108,0.201273211,0.208445989
Cerebellum,307,Pregabalin,2292882.6,1683718.4,2027482,1626865.4,0.734323859,0.884250245,0.709528434,0.606467193,0.960412414,0.491993573
Basal Ganglia,307,Pregabalin,2856022.4,3642584.8,2346990.4,1235161.2,1.275404843,0.821768905,0.43247602,0.88887434,0.983919936,0.197550659
Hippocampus,308,Pro-Ala,1403405.4,5171951.8,3856615.6,2897482.2,3.685287088,2.748041015,2.064608131,0.01294215,0.051841758,0.219444319
Cortex,308,Pro-Ala,875078,1164401.8,3702660,4277871.8,1.330626298,4.231234244,4.888560563,0.965373995,0.059077514,0.018609624
Cerebellum,308,Pro-Ala,1951354.2,11190823.8,5017813,5850421,5.734901332,2.571451662,2.998133809,0.000372388,0.052094154,0.025015273
Basal Ganglia,308,Pro-Ala,2138373.4,6489753.6,5639145.4,5696118,3.034901949,2.63711913,2.663762091,0.002533336,0.005843666,0.017387639
Hippocampus,309,Pro-Asn,1264615,3703668.6,2814193.8,1716380.8,2.928692606,2.225336407,1.357235839,0.032984658,0.157432949,0.858497463
Cortex,309,Pro-Asn,799059.6,1062188,1536057.8,2090424,1.329297589,1.922331951,2.616105232,0.813753688,0.397177804,0.039541149
Cerebellum,309,Pro-Asn,2329734.6,6296573.2,4069948,2198071,2.702699784,1.746957787,0.94348558,0.043888689,0.394638316,0.999235862
Basal Ganglia,309,Pro-Asn,1923843.6,3229828.6,3550814.4,3464383,1.678841565,1.845687664,1.800761247,0.191947547,0.078307744,0.252811164
Hippocampus,310,Pro-Asp,3037384.6,4930480.6,4230766.8,4347177.4,1.62326516,1.392897956,1.431223889,0.067191515,0.34263666,0.303220692
Cortex,310,Pro-Asp,3156227.4,3660149,4099228.8,4352609.6,1.159659472,1.29877486,1.3790545,0.846210073,0.513459348,0.314650969
Cerebellum,310,Pro-Asp,3944107.6,5343720.2,4791574.333,6931051.8,1.354861668,1.21486907,1.757318132,0.503153918,0.882679433,0.123930691
Basal Ganglia,310,Pro-Asp,4388075.6,4955750.6,4840894.8,4724812.4,1.129367644,1.103193117,1.076739061,0.531329811,0.725775732,0.907069781
Hippocampus,311,Pro-Gln,3249380.8,11191747.4,7636623.6,5131206.6,3.444270798,2.350178102,1.579133661,0.029697264,0.102193672,0.643175848
Cortex,311,Pro-Gln,2303528.6,2724315.6,5028717.4,6815584.8,1.182670621,2.183049692,2.958758489,0.976000182,0.1114215,0.009342031
Cerebellum,311,Pro-Gln,8961162.4,24566804.4,12660504.67,9574442.4,2.741475191,1.412819465,1.06843755,0.065736104,0.763087115,0.986665254
Basal Ganglia,311,Pro-Gln,4935835.4,11837118,10135010,10634932.2,2.398199502,2.053352508,2.154636721,0.010788215,0.029639107,0.055121349
Hippocampus,312,Pro-Glu,4077602,12825605.2,8023113.4,9096514,3.145379368,1.967605813,2.230848916,0.002511357,0.060358136,0.051018037
Cortex,312,Pro-Glu,3927353.2,4939645.4,9783629.4,8777150,1.257754306,2.491150885,2.234876659,0.999533394,0.051059697,0.087127549
Cerebellum,312,Pro-Glu,4342350.6,15702035.4,9652641.833,10523758,3.616022023,2.222907066,2.423516424,0.004280151,0.047370821,0.06459872
Basal Ganglia,312,Pro-Glu,6946353.2,13351738.8,13813538.6,13791644.8,1.922122071,1.988602969,1.985451129,0.00247076,0.001308269,0.001365229
Hippocampus,313,Pro-Gly,9133558.8,15440457,10019801.4,9397380.2,1.690519253,1.097031466,1.028884842,0.188491343,0.911583033,0.97232394
Cortex,313,Pro-Gly,5558170,6950723.2,7982250.2,10951833.4,1.250541671,1.436129194,1.97040274,0.652100857,0.393988844,0.032226571
Cerebellum,313,Pro-Gly,13550963.2,22174166.2,12127518.33,12967903,1.63635351,0.894956185,0.956972786,0.13312477,0.948620021,0.986643574
Basal Ganglia,313,Pro-Gly,11416657.2,22480414.8,18842238.4,16802404.6,1.969089061,1.650416411,1.471744689,0.009893392,0.039062373,0.170841502
Hippocampus,314,Pro-Leu,65682.8,230116.8,183903.2,133333.6,3.503456004,2.799868459,2.029962182,0.123942794,0.315361017,0.610906179
